Authors	Title	PublicationName	Volume	Issue	BeginningPage	EndingPage	DOI	PublicationDate	PublicationYear	TimesCited	AccessionNumber
"Arnold, Stevan J.; Antonovics, Janis; Power, Mary; Whitlock, Michael"	Sewall Wright Award Robert D. Holt	AMERICAN NATURALIST	179	1	IV	IV	10.1086/664446	Jan-12	2012	0	WOS:000298379200003
"Reznick, David; Berenbaum, May; Hillis, David"	E. O. Wilson Naturalist Award Joseph Travis	AMERICAN NATURALIST	179	1	IV	VII	10.1086/664447	Jan-12	2012	0	WOS:000298379200004
"Gellner, Gabriel; McCann, Kevin"	Reconciling the Omnivory-Stability Debate	AMERICAN NATURALIST	179	1	22	37	10.1086/663191	Jan-12	2012	29	WOS:000298379200006
"Bybee, Seth M.; Yuan, Furong; Ramstetter, Monica D.; Llorente-Bousquets, Jorge; Reed, Robert D.; Osorio, Daniel; Briscoe, Adriana D."	UV Photoreceptors and UV-Yellow Wing Pigments in Heliconius Butterflies Allow a Color Signal to Serve both Mimicry and Intraspecific Communication	AMERICAN NATURALIST	179	1	38	51	10.1086/663192	Jan-12	2012	56	WOS:000298379200007
"Debarre, F.; Lion, S.; van Baalen, M.; Gandon, S."	Evolution of Host Life-History Traits in a Spatially Structured Host-Parasite System	AMERICAN NATURALIST	179	1	52	63	10.1086/663199	Jan-12	2012	34	WOS:000298379200008
"Husby, Arild; Gustafsson, Lars; Qvarnstrom, Anna"	Low Genetic Variance in the Duration of the Incubation Period in a Collared Flycatcher (Ficedula albicollis) Population	AMERICAN NATURALIST	179	1	132	136	10.1086/663193	Jan-12	2012	8	WOS:000298379200014
"Desjardins-Proulx, Philippe; Gravel, Dominique"	How Likely Is Speciation in Neutral Ecology?	AMERICAN NATURALIST	179	1	137	144	10.1086/663196	Jan-12	2012	14	WOS:000298379200015
"Maan, Martine E.; Cummings, Molly E."	"Poison Frog Colors Are Honest Signals of Toxicity, Particularly for Bird Predators"	AMERICAN NATURALIST	179	1	E1	E14	10.1086/663197	Jan-12	2012	124	WOS:000298379200001
"Birand, Aysegul; Vose, Aaron; Gavrilets, Sergey"	"Patterns of Species Ranges, Speciation, and Extinction"	AMERICAN NATURALIST	179	1	1	21	10.1086/663202	Jan-12	2012	65	WOS:000298379200005
"Parsons, Kevin J.; Marquez, Eladio; Albertson, R. Craig"	Constraint and Opportunity: The Genetic Basis and Evolution of Modularity in the Cichlid Mandible	AMERICAN NATURALIST	179	1	64	78	10.1086/663200	Jan-12	2012	51	WOS:000298379200009
"Evans, Simon R.; Sheldon, Ben C."	Quantitative Genetics of a Carotenoid-Based Color: Heritability and Persistent Natal Environmental Effects in the Great Tit	AMERICAN NATURALIST	179	1	79	94	10.1086/663198	Jan-12	2012	36	WOS:000298379200010
"Yamanaka, Takehiko; Nelson, William A.; Uchimura, Koichiro; Bjornstad, Ottar N."	Generation Separation in Simple Structured Life Cycles: Models and 48 Years of Field Data on a Tea Tortrix Moth	AMERICAN NATURALIST	179	1	95	109	10.1086/663201	Jan-12	2012	9	WOS:000298379200011
"Hovestadt, Thomas; Thomas, Jeremy A.; Mitesser, Oliver; Elmes, Graham W.; Schoenrogge, Karsten"	Unexpected Benefit of a Social Parasite for a Key Fitness Component of Its Ant Host	AMERICAN NATURALIST	179	1	110	123	10.1086/663203	Jan-12	2012	13	WOS:000298379200012
